product,price
Koolboks 198L AC Inverter Freezer ( freezer + 60Ah pedestal ),1835000.00 NGN
Koolboks 198L AC Inverter Freezer ( freezer + 60Ah pedestal ),1835000.00 NGN
Koolboks 198L AC Inverter Freezer Alone,636000.00 NGN
200L AC Inverter Freezers (Koolboks freezer + 60Ah pedestal + 3* 300w solar panel),2420000.00 NGN
200L AC Inverter Freezers (Koolboks Freezer + 60Ah Pedestal Battery),1943000.00 NGN
219L Thermocool Inverter Solar Freezer Alone + pedestals,0.00 NGN
Kool-242L Somotex - Glass Top Freezer Alone,554000.00 NGN
Koolboks 208L DC Freezer (Freezer + 45Ah Pedestal),1950000.00 NGN
Koolboks 195L DC Ice Makers (Freezer + 150Ah Battery box + 4* 300w solar panel),3235000.00 NGN
Koolboks 530L AC freezer (Koolboks freezer + 100Ah Pedestal),3199000.00 NGN
Koolboks 530L AC freezer (Koolboks freezer + 100Ah Pedestal + 6*300w solar panel),3998000.00 NGN
Koolboks 530L AC Inverter Freezer Alone,1516000.00 NGN
Koolboks 538L DC Solar Freezer Alone,1516000.00 NGN
Koolboks 538L Freezer (Freezer + 100Ah pedestal),2840000.00 NGN
Koolboks 600L AC Inverter Solar Freezer Alone,1468000.00 NGN
Koolboks 600L AC Inverter Solar Freezer (Freezer + 100Ah Pedestal),3152000.00 NGN
Koolboks 198L AC Inverter Freezer (freezer + 60Ah pedestal + 3*300w solar panel),2265000.00 NGN
195L Koolboks DC Freezer Alone (Ice-Maker),1277000.00 NGN
Koolboks 198L AC Inverter Freezer Alone,704000.00 NGN
Koolboks 198L AC Inverter Freezer ( freezer + 60Ah pedestal ),1835000.00 NGN
Koolboks 198L AC Inverter Freezer ( freezer + 60Ah pedestal ),1835000.00 NGN
Koolboks 198L AC Inverter Freezer ( freezer + 60Ah pedestal ),1835000.00 NGN
Koolboks 198L AC Inverter Freezer ( freezer + 60Ah pedestal ),
Koolboks 198L AC Inverter Freezer Alone,636000.00 NGN
Koolboks 198L AC Inverter Freezer Alone,636000.00 NGN
200L AC Inverter Freezers (Koolboks freezer + 60Ah pedestal + 3* 300w solar panel),2420000.00 NGN
200L AC Inverter Freezers (Koolboks freezer + 60Ah pedestal + 3* 300w solar panel),2420000.00 NGN
200L AC Inverter Freezers (Koolboks Freezer + 60Ah Pedestal Battery),1943000.00 NGN
200L AC Inverter Freezers (Koolboks Freezer + 60Ah Pedestal Battery),1943000.00 NGN
Koolboks 208l Dc Freezer Alone,1034000.00 NGN
Koolboks 208l Dc Freezer Alone,1034000.00 NGN
219L Thermocool Inverter Solar Freezer Alone + pedestals,0.00 NGN
300L Scanfrost Inverter Solar Freezer Alone,728000.00 NGN
300L Scanfrost Inverter Solar Freezer + pedestal,728000.00 NGN
60Ah Pedestal,1287600.00 NGN
Kool-Bruhm 242L Glass top Freezer Alone,554000.00 NGN
Kool-Bruhm 242L Glass top Freezer Alone,554000.00 NGN
Kool-Bruhm 242L Glass Top Maxi (24V 60AH Generator + 40V PWM + 2 x 600W panels),2100000.00 NGN
Kool-Bruhm 242L Glass Top Maxi (24V 60AH Generator + 40V PWM + 2 x 600W panels),2100000.00 NGN
Kool-Bruhm 242L Glass top Inverter Freezer,1287600.00 NGN
Kool-Bruhm 242L Glass top Inverter Freezer,2248000.00 NGN
Kool-Bruhm 242L Glass top Inverter Freezer,589000.00 NGN
Kool-Bruhm 242L Glass top Inverter Solar Freezer,554000.00 NGN
Kool-Bruhm 242L Glass top Inverter Solar Freezer,1287600.00 NGN
Kool-Bruhm 242L Glass top Inverter Solar Freezer,2100000.00 NGN
Kool-Bruhm 242L Glass top Inverter Solar Freezer,
Kool- scanfrost 600L Maxi (Battery Integrated Freezer + 3 x 600W panels),3858000.00 NGN
Kool- scanfrost 600L Maxi (Battery Integrated Freezer + 3 x 600W panels),3858000.00 NGN
Kool-242L Somotex - Glass Top Freezer (Maxi (24V 60AH Generator + 40V PWM + 2 x 600W panels),2100000.00 NGN
Kool-242L Somotex - Glass Top Freezer Alone,554000.00 NGN
Kool-242L Somotex - Glass Top Freezer Alone,554000.00 NGN
Kool-242L Somotex - Glass Top Freezer Alone,554000.00 NGN
Kool-Scanfrost 300L Freezer Alone,728000.00 NGN
Kool-Scanfrost 300L Freezer Alone,728000.00 NGN
Kool-ScanFrost 600L Inverter Freezer,1488000.00 NGN
Kool-ScanFrost 600L Inverter Freezer,1662370.00 NGN
Kool-ScanFrost 600L Inverter Freezer,4116000.00 NGN
Kool-ScanFrost 600L Inverter Solar Freezer,1662370.00 NGN
Kool-ScanFrost 600L Inverter Solar Freezer,3858000.00 NGN
Kool-ScanFrost 600L Inverter Solar Freezer,1662370.00 NGN
Kool-ScanFrost 600L Inverter Solar Freezer,1662370.00 NGN
Kool-Scanfrost 300L Freezer + Complete Solar Kit (24V 60AH Generator + 40V PWM + 2 x 600W Panels),2274000.00 NGN
Kool-Scanfrost 300L Freezer + Complete Solar Kit (24V 60AH Generator + 40V PWM + 2 x 600W Panels),2274000.00 NGN
Kool-Scanfrost 600L Freezer Alone,1406000.00 NGN
Kool-Scanfrost 600L Freezer Alone,1406000.00 NGN
Kool-Thermocool 519L Maxi (Battery Integrated Freezer + 3 x 600W panels),3648000.00 NGN
Kool-Thermocool 519L Maxi (Battery Integrated Freezer + 3 x 600W panels),3648000.00 NGN
Kool-Thermocool 519L Freezer Alone,1193000.00 NGN
Kool-Thermocool 519L Freezer Alone,1193000.00 NGN
Kool-Thermocool 219L Freezer Alone,610000.00 NGN
Kool-Thermocool 219L Freezer Alone,610000.00 NGN
Kool-Thermocool 219L Inverter Freezer,649000.00 NGN
Kool-Thermocool 219L Inverter Freezer,649000.00 NGN
Kool-Thermocool 219L Inverter Freezer,2308000.00 NGN
Kool-Thermocool 219L Inverter Solar Freezer,1287600.00 NGN
Kool-Thermocool 219L Inverter Solar Freezer,2155000.00 NGN
Kool-Thermocool 219L Inverter Solar Freezer,1287600.00 NGN
Kool-Thermocool 219L Inverter Solar Freezer,2155000.00 NGN
Kool-Thermocool 519L Inverter Freezer,1662370.00 NGN
Kool-Thermocool 519L Inverter Freezer,3891000.00 NGN
Kool-Thermocool 519L Inverter Freezer,1262000.00 NGN
Kool-Thermocool 519L Inverter Solar Freezer,3648000.00 NGN
Kool-Thermocool 519L Inverter Solar Freezer,3648000.00 NGN
Kool-Thermocool 519L Inverter Solar Freezer,3648000.00 NGN
Kool-Thermocool 519L Inverter Solar Freezer,1662370.00 NGN
Koolboks 208l Dc Freezer,2262000.00 NGN
Koolboks 208l Dc Solar Freezer,894910.00 NGN
Koolboks 208l Dc Solar Freezer,2463000.00 NGN
Koolboks 208l Dc Solar Freezer,2463000.00 NGN
Koolboks 208L DC Freezer (Freezer + 45Ah Pedestal),1950000.00 NGN
Koolboks 208L DC Freezer (Freezer + 45Ah Pedestal),1950000.00 NGN
Koolboks 208L DC Freezer (Freezer + 45Ah Pedestal),1950000.00 NGN
Koolboks 195L DC Ice Makers (Freezer + 150Ah Battery box + 4* 300w solar panel),3235000.00 NGN
Koolboks 195L DC Ice Makers (Freezer + 150Ah Battery box + 4* 300w solar panel),3235000.00 NGN
Koolboks 198L AC Inverter Freezer,894910.00 NGN
Koolboks 198L AC Inverter Freezer,1835000.00 NGN
Koolboks 198L AC Inverter Freezer,2265000.00 NGN
Koolboks 198L AC Inverter Freezer,1835000.00 NGN
Koolboks 198L AC Inverter Freezer,2265000.00 NGN
Koolboks 198L AC Inverter Freezer,2265000.00 NGN
Koolboks 198L AC Inverter Freezer,1835000.00 NGN
Koolboks 208L Dc Maxi Plan - Freezer+ 45ah Pedestal+ 3 350W Solar Panel,2463000.00 NGN
Koolboks 538L Midi Freezer (Freezer + 100Ah Pedestal + 4* 300w solar panels),3607000.00 NGN
Koolboks DC Freezer (Ice-Maker) 195L,3087000.00 NGN
Koolboks DC Freezer (Ice-Maker) 195L,3235000.00 NGN
Koolboks DC Freezer (Ice-Maker) 195L,1152000.00 NGN
Koolboks Ac Inverter Freezer + Pedestal Battery 200L,1943000.00 NGN
Koolboks Ac Inverter Maxi - 60ah Pedestal Battery+ 3 X 350W Solar Panel 200L,2420000.00 NGN
Koolboks 530L AC freezer (Koolboks freezer + 100Ah Pedestal),3199000.00 NGN
Koolboks 530L AC freezer (Koolboks freezer + 100Ah Pedestal + 6*300w solar panel),3998000.00 NGN
Koolboks 530L AC freezer (Koolboks freezer + 100Ah Pedestal + 6*300w solar panel),
Koolboks 530L AC Inverter Freezer Alone,1516000.00 NGN
Koolboks 530L AC Inverter Freezer Alone,1516000.00 NGN
Koolboks 538L DC Solar Freezer Alone,1516000.00 NGN
Koolboks 538L DC Solar Freezer Alone,1516000.00 NGN
Koolboks 538L Freezer (Freezer + 100Ah pedestal),2840000.00 NGN
Koolboks 538L Freezer (Freezer + 100Ah pedestal),2840000.00 NGN
Koolboks 600L AC Inverter Solar Freezer Alone,1468000.00 NGN
Koolboks 600L AC Inverter Solar Freezer Alone,1468000.00 NGN
Koolboks Ac Inverter Freezer Alone - 200L,633000.00 NGN
Koolboks 600L AC Inverter Solar Freezer (Freezer + 100Ah Pedestal),3152000.00 NGN
Koolboks 600L AC Inverter Solar Freezer (Freezer + 100Ah Pedestal),3152000.00 NGN
Koolboks Dc Freezer Alone - 538L,1450000.00 NGN
Koolboks Dc Freezer + 100ah Pedestal Battery - 538L,2701000.00 NGN
Koolboks Dc Freezer + 45ah Pedestal Battery - 208L,1950000.00 NGN
Koolboks 198L AC Inverter Freezer (freezer + 60Ah pedestal + 3*300w solar panel),2265000.00 NGN
Koolboks 198L AC Inverter Freezer (freezer + 60Ah pedestal + 3*300w solar panel),2265000.00 NGN
Koolboks 198L AC Inverter Freezer (freezer + 60Ah pedestal + 3*300w solar panel),2265000.00 NGN
Koolboks 200L AC Inverter Freezer,2220000.00 NGN
Koolboks 200L AC Inverter Solar Freezer,633000.00 NGN
Koolboks 200L AC Inverter Solar Freezer,1943000.00 NGN
Koolboks 200L AC Inverter Solar Freezer,633000.00 NGN
Koolboks 300L Scanfrost Inverter Freezer,2426000.00 NGN
Koolboks 300L Scanfrost Inverter Freezer,1287600.00 NGN
Koolboks 300L Scanfrost Inverter Freezer,1287600.00 NGN
Koolboks 300L Scanfrost Inverter Solar Freezer,2274000.00 NGN
Koolboks 300L Scanfrost Inverter Solar Freezer,1287600.00 NGN
Koolboks 300L Scanfrost Inverter Solar Freezer,728000.00 NGN
Koolboks 300L Scanfrost Inverter Solar Freezer,728000.00 NGN
Koolboks 530L AC Inverter Freezer,1662370.00 NGN
Koolboks 530L AC Inverter Freezer,1516000.00 NGN
Koolboks 530L AC Inverter Freezer,1516000.00 NGN
Koolboks 538L DC Freezer,1389000.00 NGN
Koolboks 538L DC Solar Freezer,2840000.00 NGN
Koolboks 538L DC Solar Freezer,1302160.00 NGN
Koolboks 600L AC Inverter Freezer,1662370.00 NGN
Koolboks 600L AC Inverter Solar Freezer,1662370.00 NGN
Koolboks 600L AC Inverter Solar Freezer,1468000.00 NGN
195L Koolboks DC Freezer Alone (Ice-Maker),1277000.00 NGN
195L Koolboks DC Freezer Alone (Ice-Maker),1277000.00 NGN
KoolBoks 750L AC Inverter Freezer,3539000.00 NGN
KoolBoks 750L AC Inverter Solar Freezer,2283000.00 NGN
Maxi Solar-powered Freezer + Battery + Panels - 538L,3607000.00 NGN
Koolboks 198L AC Inverter Freezer ( freezer + 60Ah pedestal ),1835000.00 NGN
Koolboks 198L AC Inverter Freezer ( freezer + 60Ah pedestal ),1835000.00 NGN
Koolboks 198L AC Inverter Freezer Alone,636000.00 NGN
200L AC Inverter Freezers (Koolboks freezer + 60Ah pedestal + 3* 300w solar panel),2420000.00 NGN
200L AC Inverter Freezers (Koolboks Freezer + 60Ah Pedestal Battery),1943000.00 NGN
208l Dc Freezer Alone,989000.00 NGN
Koolboks 208l Dc Freezer Alone,1034000.00 NGN
219L Thermocool Inverter Solar Freezer Alone + pedestals,0.00 NGN
60Ah Pedestal,1287600.00 NGN
Kool-Bruhm 242L Glass top Freezer Alone,554000.00 NGN
Kool-Bruhm 242L Glass Top Maxi (24V 60AH Generator + 40V PWM + 2 x 600W panels),2100000.00 NGN
Kool-Bruhm 242L Glass top Inverter Freezer,1287600.00 NGN
Kool-Bruhm 242L Glass top Inverter Freezer,589000.00 NGN
Kool-Bruhm 242L Glass top Inverter Solar Freezer,1287600.00 NGN
Kool-Bruhm 242L Glass top Inverter Solar Freezer,1287600.00 NGN
Kool-Bruhm 242L Glass top Inverter Solar Freezer,2100000.00 NGN
Kool-Bruhm 242L Glass top Inverter Solar Freezer,554000.00 NGN
Kool- scanfrost 600L Maxi (Battery Integrated Freezer + 3 x 600W panels),3858000.00 NGN
Kool-242L Somotex - Glass Top Freezer Alone,554000.00 NGN
Kool-Scanfrost 300L Freezer Alone,728000.00 NGN
Kool-ScanFrost 600L Inverter Freezer,4116000.00 NGN
Kool-ScanFrost 600L Inverter Freezer,1488000.00 NGN
Kool-ScanFrost 600L Inverter Solar Freezer,3858000.00 NGN
Kool-ScanFrost 600L Inverter Solar Freezer,3858000.00 NGN
Kool-ScanFrost 600L Inverter Solar Freezer,1662370.00 NGN
Kool-ScanFrost 600L Inverter Solar Freezer,3858000.00 NGN
Kool-Scanfrost 300L Freezer + Complete Solar Kit (24V 60AH Generator + 40V PWM + 2 x 600W Panels),2274000.00 NGN
Kool-Scanfrost 600L Freezer Alone,1406000.00 NGN
Kool-Thermocool 519L Maxi (Battery Integrated Freezer + 3 x 600W panels),3648000.00 NGN
Kool-Thermocool 519L Freezer Alone,1193000.00 NGN
Kool-Thermocool 219L Freezer Alone,610000.00 NGN
Kool-Thermocool 219L Inverter Freezer,1287600.00 NGN
Kool-Thermocool 219L Inverter Freezer,2308000.00 NGN
Kool-Thermocool 219L Inverter Solar Freezer,1287600.00 NGN
Kool-Thermocool 219L Inverter Solar Freezer,1287600.00 NGN
Kool-Thermocool 219L Inverter Solar Freezer,1287600.00 NGN
Kool-Thermocool 219L Inverter Solar Freezer,2155000.00 NGN
Kool-Thermocool 519L Inverter Freezer,1662370.00 NGN
Kool-Thermocool 519L Inverter Freezer,1262000.00 NGN
Kool-Thermocool 519L Inverter Solar Freezer,1193000.00 NGN
Kool-Thermocool 519L Inverter Solar Freezer,1662370.00 NGN
Kool-Thermocool 519L Inverter Solar Freezer,1662370.00 NGN
Kool-Thermocool 519L Inverter Solar Freezer,3648000.00 NGN
Koolboks 208l Dc Solar Freezer,894910.00 NGN
Koolboks 208l Dc Solar Freezer,1034000.00 NGN
Koolboks 208l Dc Solar Freezer,894910.00 NGN
Koolboks 208L DC Freezer (Freezer + 45Ah Pedestal),1950000.00 NGN
Koolboks 208L DC Freezer (Freezer + 45Ah Pedestal),1950000.00 NGN
Koolboks 195L DC Ice Makers (Freezer + 150Ah Battery box + 4* 300w solar panel),3235000.00 NGN
Koolboks 198L AC Inverter Freezer,894910.00 NGN
Koolboks 198L AC Inverter Freezer,894910.00 NGN
Koolboks 198L AC Inverter Freezer,894910.00 NGN
Koolboks 198L AC Inverter Freezer,636000.00 NGN
Koolboks 198L AC Inverter Freezer,1835000.00 NGN
Koolboks 198L AC Inverter Freezer,1835000.00 NGN
Koolboks 208L Dc Maxi Plan - Freezer+ 45ah Pedestal+ 3 350W Solar Panel,2463000.00 NGN
Koolboks DC Freezer (Ice-Maker) 195L,1152000.00 NGN
Koolboks DC Freezer (Ice-Maker) 195L,1277000.00 NGN
Koolboks DC Freezer (Ice-Maker) 195L,1277000.00 NGN
Koolboks 200L Ac Inverter Freezer + Pedestal Battery,1843000.00 NGN
Koolboks Ac Inverter Freezer + Pedestal Battery 200L,1943000.00 NGN
Koolboks 200L Ac Inverter Maxi - 60ah Pedestal Battery+ 3 X 350W Solar Panel,2320000.00 NGN
Koolboks Ac Inverter Maxi - 60ah Pedestal Battery+ 3 X 350W Solar Panel 200L,2420000.00 NGN
Koolboks 208L Dc Maxi Plan - Freezer+ 45ah Pedestal+ 3 350W Solar Pa,2367000.00 NGN
Koolboks 530L AC freezer (Koolboks freezer + 100Ah Pedestal),3199000.00 NGN
Koolboks 530L AC freezer (Koolboks freezer + 100Ah Pedestal + 6*300w solar panel),3998000.00 NGN
Koolboks 530L AC Inverter Freezer Alone,1516000.00 NGN
Koolboks 538L DC Solar Freezer Alone,1516000.00 NGN
Koolboks 538L Freezer (Freezer + 100Ah pedestal),2840000.00 NGN
Koolboks 600L AC Inverter Solar Freezer Alone,1468000.00 NGN
Koolboks Ac Inverter Freezer - 200L,606000.00 NGN
Koolboks Ac Inverter Freezer Alone - 200L,633000.00 NGN
Koolboks 600L AC Inverter Solar Freezer (Freezer + 100Ah Pedestal),3152000.00 NGN
Koolboks Dc Freezer - 538L,1450000.00 NGN
Koolboks Dc Freezer Alone - 538L,1450000.00 NGN
Koolboks Dc Freezer + 100ah Pedestal Battery - 538L,2701000.00 NGN
Koolboks Dc Freezer + 100ah Pedestal Battery - 538L,2701000.00 NGN
Koolboks Dc Freezer + 45ah Pedestal Battery - 208L,1855000.00 NGN
Koolboks Dc Freezer + 45ah Pedestal Battery - 208L,1950000.00 NGN
Koolboks 198L AC Inverter Freezer (freezer + 60Ah pedestal + 3*300w solar panel),2265000.00 NGN
Koolboks 200L AC Inverter Solar Freezer,1943000.00 NGN
Koolboks 200L AC Inverter Solar Freezer,1943000.00 NGN
Koolboks 200L AC Inverter Solar Freezer,1287600.00 NGN
Koolboks 300L Scanfrost Inverter Freezer,1287600.00 NGN
Koolboks 300L Scanfrost Inverter Freezer,2426000.00 NGN
Koolboks 300L Scanfrost Inverter Solar Freezer,2274000.00 NGN
Koolboks 300L Scanfrost Inverter Solar Freezer,728000.00 NGN
Koolboks 300L Scanfrost Inverter Solar Freezer,2274000.00 NGN
Koolboks 300L Scanfrost Inverter Solar Freezer,728000.00 NGN
Koolboks 530L AC Inverter Freezer,3199000.00 NGN
Koolboks 530L AC Inverter Freezer,3199000.00 NGN
Koolboks 538L DC Solar Freezer,3607000.00 NGN
Koolboks 538L DC Solar Freezer,2840000.00 NGN
Koolboks 600L AC Inverter Solar Freezer,3152000.00 NGN
Koolboks 600L AC Inverter Solar Freezer,3950000.00 NGN
195L Koolboks DC Freezer Alone (Ice-Maker),1277000.00 NGN
KoolBoks 750L AC Inverter Solar Freezer,2283000.00 NGN
Maxi Solar-powered Freezer + Battery + Panels - 538L,3455000.00 NGN
Maxi Solar-powered Freezer + Battery + Panels - 538L,3607000.00 NGN
Koolboks 198L AC Inverter Freezer ( freezer + 60Ah pedestal ),1835000.00 NGN
219L Thermocool Inverter Solar Freezer Alone + pedestals,0.00 NGN
Koolboks 530L AC freezer (Koolboks freezer + 100Ah Pedestal),3199000.00 NGN
Koolboks 530L AC freezer (Koolboks freezer + 100Ah Pedestal + 6*300w solar panel),3998000.00 NGN
Koolboks 198L AC Inverter Freezer ( freezer + 60Ah pedestal ),1835000.00 NGN
Koolboks 320W Solar Panel,103200.00 NGN
Koolboks 530L AC freezer (Koolboks freezer + 100Ah Pedestal),3199000.00 NGN
Koolboks 530L AC freezer (Koolboks freezer + 100Ah Pedestal + 6*300w solar panel),3998000.00 NGN
Koolboks 198L AC Inverter Freezer ( freezer + 60Ah pedestal ),1835000.00 NGN
208l Dc Freezer,989000.00 NGN
Koolboks 208l Dc Freezer Alone,1034000.00 NGN
Koolboks 208l Dc Freezer Alone,1034000.00 NGN
219L Thermocool Inverter Solar Freezer Alone + pedestals,0.00 NGN
Bruhm 242L Glass top Freezer Alone,630.00 NGN
Kool-Bruhm 242L Glass top Freezer Alone,554000.00 NGN
Kool-Bruhm 242L Glass top Freezer Alone,554000.00 NGN
Bruhm 242L Glass Top Maxi (24V 60AH Generator + 40V PWM + 2 x 600W panels),2100000.00 NGN
Kool-Bruhm 242L Glass Top Maxi (24V 60AH Generator + 40V PWM + 2 x 600W panels),2100000.00 NGN
Kool-Bruhm 242L Glass Top Maxi (24V 60AH Generator + 40V PWM + 2 x 600W panels),2100000.00 NGN
Kool-Bruhm 242L Glass top Inverter Freezer,589000.00 NGN
Kool- scanfrost 600L Maxi (Battery Integrated Freezer + 3 x 600W panels),3858000.00 NGN
Kool- scanfrost 600L Maxi (Battery Integrated Freezer + 3 x 600W panels),3858000.00 NGN
Kool-Scanfrost 300L Freezer Alone,728000.00 NGN
Kool-Scanfrost 300L Freezer Alone,728000.00 NGN
Kool-ScanFrost 600L Inverter Freezer,1662370.00 NGN
Kool-Scanfrost 300L Maxi (24V 60AH Generator + 40V PWM + 2 x 600W panels),2274000.00 NGN
Kool-Scanfrost 300L Freezer + Complete Solar Kit (24V 60AH Generator + 40V PWM + 2 x 600W Panels),2274000.00 NGN
Kool-Scanfrost 300L Freezer + Complete Solar Kit (24V 60AH Generator + 40V PWM + 2 x 600W Panels),2274000.00 NGN
Kool-Scanfrost 600L Freezer Alone,1406000.00 NGN
Kool-Scanfrost 600L Freezer Alone,1406000.00 NGN
Kool-Scanfrost 600L Freezer Alone,1406000.00 NGN
Kool-Thermocool 219L Freezer Alone,610000.00 NGN
Kool-Thermocool 519L Maxi (Battery Integrated Freezer + 3 x 600W panels),3.00 NGN
Kool-Thermocool 519L Maxi (Battery Integrated Freezer + 3 x 600W panels),3648000.00 NGN
Kool-Thermocool 519L Maxi (Battery Integrated Freezer + 3 x 600W panels),3648000.00 NGN
Kool-Thermocool 519L Freezer Alone,1193000.00 NGN
Kool-Thermocool 519L Freezer Alone,1193000.00 NGN
Kool-Thermocool 519L Freezer Alone,1193000.00 NGN
Kool-Thermocool 219L Freezer Alone,610000.00 NGN
Kool-Thermocool 219L Freezer Alone,610000.00 NGN
Kool-Thermocool 219L Maxi (24V 60AH Generator + 40V PWM + 2 x 600W panels),2155000.00 NGN
Kool-Thermocool 219L Inverter Freezer,1287600.00 NGN
Kool-Thermocool 519L Inverter Freezer,3891000.00 NGN
Kool- scanfrost 600L Maxi (Battery Integrated Freezer + 3 x 600W panels),3858000.00 NGN
Koolboks 198L AC Inverter Freezer,2265000.00 NGN
Koolboks 208L Dc Maxi Plan - Freezer+ 45ah Pedestal+ 3 350W Solar Panel,2463000.00 NGN
Koolboks 208L Dc Maxi Plan - Freezer+ 45ah Pedestal+ 3 350W Solar Panel,2463000.00 NGN
Koolboks 200L Ac Inverter Freezer + Pedestal Battery,1843000.00 NGN
Koolboks Ac Inverter Freezer + Pedestal Battery 200L,1943000.00 NGN
Koolboks Ac Inverter Freezer + Pedestal Battery 200L,1943000.00 NGN
Koolboks 200L Ac Inverter Maxi - 60ah Pedestal Battery+ 3 X 350W Solar Panel,2320000.00 NGN
Koolboks Ac Inverter Maxi - 60ah Pedestal Battery+ 3 X 350W Solar Panel 200L,2420000.00 NGN
Koolboks Ac Inverter Maxi - 60ah Pedestal Battery+ 3 X 350W Solar Panel 200L,2420000.00 NGN
Koolboks 208L Dc Maxi Plan - Freezer+ 45ah Pedestal+ 3 350W Solar Pa,2367000.00 NGN
Koolboks 530L AC freezer (Koolboks freezer + 100Ah Pedestal),3199000.00 NGN
Koolboks 530L AC freezer (Koolboks freezer + 100Ah Pedestal + 6*300w solar panel),3998000.00 NGN
Koolboks Ac Inverter Freezer - 200L,606000.00 NGN
Koolboks Ac Inverter Freezer Alone - 200L,633000.00 NGN
Koolboks Ac Inverter Freezer Alone - 200L,633000.00 NGN
Koolboks Dc Freezer - 538L,1450000.00 NGN
Koolboks Dc Freezer Alone - 538L,1450000.00 NGN
Koolboks Dc Freezer Alone - 538L,1450000.00 NGN
Koolboks Dc Freezer + 100ah Pedestal Battery - 538L,2701000.00 NGN
Koolboks Dc Freezer + 100ah Pedestal Battery - 538L,2701000.00 NGN
Koolboks Dc Freezer + 100ah Pedestal Battery - 538L,2701000.00 NGN
Koolboks Dc Freezer + 45ah Pedestal Battery - 208L,1855000.00 NGN
Koolboks Dc Freezer + 45ah Pedestal Battery - 208L,1950000.00 NGN
Koolboks Dc Freezer + 45ah Pedestal Battery - 208L,1950000.00 NGN
Koolboks 300L Scanfrost Inverter Freezer,2426000.00 NGN
Maxi Solar-powered Freezer + Battery + Panels - 538L,3455000.00 NGN
Maxi Solar-powered Freezer + Battery + Panels - 538L,3607000.00 NGN
Maxi Solar-powered Freezer + Battery + Panels - 538L,3607000.00 NGN
Kool-Scanfrost 300L Freezer Alone,728000.00 NGN
Koolboks 198L AC Inverter Freezer Alone,636000.00 NGN
Koolboks 198L AC Inverter Freezer ( freezer + 60Ah pedestal ),1835000.00 NGN
Koolboks 198L AC Inverter Freezer ( freezer + 60Ah pedestal ),1835000.00 NGN
